id,cidade,area,quantidade_quartos,quantidade_banheiros,quantidade_vagas,andar,permitido_animal,mobiliado,aluguel,imposto_imovel,seguro_fogo,total
6517,São Paulo,28,1,1,0,1,true,true,175000,0,2300,177300
6518,Rio de Janeiro,189,3,2,2,9,true,true,850000,48900,11000,1160000
6519,São Paulo,160,3,2,0,12,true,true,390000,15000,5000,533900
6520,Rio de Janeiro,330,4,4,2,21,true,true,1500000,108400,11000,1749000
6521,São Paulo,200,3,5,4,6,true,true,172000,95900,2200,467100
6522,São Paulo,375,4,5,5,1,true,true,1500000,280500,19100,2279000
6523,São Paulo,68,2,2,1,7,true,true,187700,0,2400,239000
6524,São Paulo,70,2,1,1,8,true,true,250000,9200,3200,347400
6525,Rio de Janeiro,110,3,2,0,10,true,true,295000,30300,3900,455200
6526,São Paulo,103,3,3,2,7,true,true,560000,33000,7100,747100
6527,Rio de Janeiro,26,1,1,0,2,true,true,150000,5900,2000,162900
6528,Belo Horizonte,88,3,2,2,2,true,true,120000,10900,1600,163700
6529,São Paulo,165,3,4,3,7,true,true,450000,57300,5800,683100
6530,São Paulo,80,2,2,0,-,true,true,110000,16700,1700,128400
6531,Porto Alegre,90,3,2,2,9,true,true,278000,11600,4100,337000
6532,São Paulo,380,4,1,2,-,true,true,400000,38600,6100,444700
6533,São Paulo,174,3,4,2,2,true,true,600000,39000,7700,840300
6534,São Paulo,128,4,5,1,-,true,true,680000,7100,8700,695800
6535,São Paulo,160,3,4,4,2,true,true,210000,48000,2700,485700
6536,Rio de Janeiro,168,3,2,0,1,true,true,370000,41700,4800,516500
6537,Campinas,100,3,2,2,1,true,true,220000,10500,2800,303300
6538,Rio de Janeiro,69,2,1,1,9,true,true,137000,5600,1800,194400
6539,Belo Horizonte,300,3,3,0,-,true,true,500000,0,8200,508200
6540,Belo Horizonte,163,4,4,0,14,true,true,750000,2200,10000,862700
6541,São Paulo,86,3,1,1,5,true,true,220000,11600,2800,334400
6542,São Paulo,236,4,3,3,13,true,true,160000,101500,2100,570600
6543,Rio de Janeiro,112,3,2,0,7,true,true,390000,27100,5100,556600
6544,São Paulo,600,5,5,6,-,true,true,1275000,105900,19200,1400000
6545,Campinas,256,4,5,4,8,true,true,300000,116700,3900,810600
6546,São Paulo,220,3,4,2,-,true,true,350000,27600,5300,382900
6547,São Paulo,257,4,4,4,14,true,true,1200000,158400,15300,1874000
6548,Belo Horizonte,75,3,1,1,4,true,true,150000,6600,2000,186600
6549,Rio de Janeiro,400,3,1,1,-,true,true,765000,66600,11700,843300
6550,São Paulo,560,4,6,5,-,true,true,655000,170000,9900,834900
6551,São Paulo,220,4,4,5,3,true,true,460000,0,5900,635900
6552,Rio de Janeiro,70,1,1,1,4,true,true,350000,25500,4600,486600
6553,Belo Horizonte,19,1,1,0,1,true,true,120000,3700,1600,125300
6554,São Paulo,35,1,1,0,-,true,true,90000,1100,1400,92500
6555,São Paulo,70,1,1,1,4,true,true,260000,6600,3300,343900
6556,São Paulo,40,1,1,0,12,true,true,330000,7400,4200,378600
6557,Porto Alegre,37,1,1,0,2,true,true,150000,6700,2200,191900
6558,São Paulo,180,2,2,1,12,true,true,900000,48000,11500,1300000
6559,Rio de Janeiro,60,1,1,0,2,true,true,230000,14000,3000,307000
6560,Rio de Janeiro,90,3,2,1,9,true,true,205000,6000,2700,283700
6561,São Paulo,208,4,2,4,-,true,true,450000,28200,6800,485000
6562,Rio de Janeiro,160,3,2,1,11,true,true,470000,27500,6100,689600
6563,Belo Horizonte,180,4,2,1,3,true,true,361000,24800,4900,467700
6564,Porto Alegre,150,4,3,0,-,true,true,330000,80000,5900,415900
6565,Campinas,75,2,1,1,-,true,true,108000,8000,1700,117700
6566,Rio de Janeiro,90,2,2,1,4,true,true,103900,35000,1400,306300
6567,São Paulo,170,4,2,2,-,true,true,290000,5000,4400,299400
6568,São Paulo,193,2,4,4,7,true,true,1300000,132300,16500,1644000
6569,São Paulo,40,1,1,0,22,true,true,230000,3900,3000,284200
6570,São Paulo,45,1,1,1,5,true,true,385000,20900,4900,462700
6571,São Paulo,116,3,4,2,4,true,true,800000,58400,10200,972200
6572,São Paulo,67,2,2,1,1,true,true,230000,0,3000,298000
6573,São Paulo,40,1,1,0,8,true,true,192000,11700,2500,274700
6574,São Paulo,140,2,3,1,-,true,true,385000,15000,5800,405800
6575,Campinas,52,2,1,1,7,true,true,98000,7700,1300,131800
6576,São Paulo,350,3,4,6,-,true,true,385000,83400,5800,474200
6577,São Paulo,420,3,4,4,-,true,true,600000,41700,9100,650800
6578,Porto Alegre,204,4,4,2,-,true,true,344000,10000,6200,360200
6579,São Paulo,110,2,2,1,-,true,true,220000,19200,3400,242600
6580,São Paulo,645,5,8,8,-,true,true,1500000,233400,22600,1756000
6581,São Paulo,260,4,5,5,3,true,true,1100000,244100,14000,1701000
6582,São Paulo,160,2,1,0,12,true,true,240000,0,3100,363100
6583,São Paulo,50,2,1,0,-,true,true,120000,4200,1900,126100
6584,Rio de Janeiro,40,1,2,0,7,true,true,180000,5300,2400,237700
6585,Rio de Janeiro,60,2,1,0,1,true,true,300000,8400,3900,373800
6586,Rio de Janeiro,30,1,1,0,12,true,true,100000,5000,1300,106300
6587,Rio de Janeiro,75,3,2,0,8,true,true,161500,12400,1200,255100
6588,Rio de Janeiro,78,3,3,1,2,true,true,285000,20600,3700,402300
6589,Belo Horizonte,140,4,2,2,1,true,true,350000,41300,4700,496000
6590,Campinas,500,3,7,5,14,true,true,795000,90000,10100,1084000
6591,Porto Alegre,80,1,1,0,-,true,true,97100,1500,1800,100400
6592,Porto Alegre,182,3,4,2,-,true,true,290000,7400,5200,319000
6593,São Paulo,90,2,1,1,-,true,true,273500,1900,4200,279600
6594,São Paulo,103,3,2,1,2,true,true,150000,13700,600,277600
6595,Porto Alegre,180,3,2,3,2,true,true,510000,25000,7500,542500
6596,Belo Horizonte,32,1,1,0,-,true,true,110000,0,1500,166500
6597,Campinas,52,1,1,1,6,true,true,75000,4600,1000,116600
6598,Rio de Janeiro,75,4,1,0,2,true,true,220000,3400,2900,306300
6599,Belo Horizonte,290,4,5,4,-,true,true,600000,50000,9900,659900
6600,Rio de Janeiro,50,1,1,1,6,true,true,200000,0,1000,276000
6601,São Paulo,550,5,6,4,-,true,true,1500000,111900,22600,1635000
6602,São Paulo,216,4,4,4,9,true,true,280000,68600,3600,523200
6603,São Paulo,444,4,4,5,-,true,true,1000000,58400,15100,1074000
6604,Porto Alegre,69,3,2,1,5,true,true,185000,6500,2800,233800
6605,Belo Horizonte,76,2,1,2,3,true,true,210000,9900,2800,243200
6606,São Paulo,180,3,5,3,3,true,true,810000,0,10300,1110000
6607,São Paulo,445,3,5,4,-,true,true,1500000,133900,22600,1976000
6608,São Paulo,156,3,4,3,8,true,true,420000,30500,5400,615900
6609,São Paulo,35,1,1,0,-,true,true,110000,3000,1400,114400
6610,São Paulo,130,3,4,3,7,true,true,240000,59700,3100,444100
6611,Porto Alegre,92,3,2,1,4,true,true,320000,7500,4700,404200
6612,São Paulo,200,3,2,4,-,true,true,850000,40700,12800,903500
6613,São Paulo,50,2,1,1,13,true,true,130000,400,1700,197100
6614,Belo Horizonte,50,2,1,0,-,true,true,85000,2500,1400,88900
6615,São Paulo,155,3,3,2,2,true,true,1200000,70000,15300,1515000
6616,Belo Horizonte,1000,5,4,3,15,true,true,700000,63400,9400,898300
6617,Rio de Janeiro,42,1,1,0,8,true,true,192000,3400,2500,287900
6618,São Paulo,58,2,1,0,13,true,true,148000,5200,1900,194000
6619,São Paulo,35,1,1,1,6,true,true,336500,15300,4300,414200
6620,Belo Horizonte,27,1,1,0,1,true,true,116700,33400,1600,151700
6621,Belo Horizonte,16,1,1,0,1,true,true,65000,5000,900,70900
6622,Belo Horizonte,94,3,2,1,1,true,true,190000,12500,2600,250100
6623,Porto Alegre,83,3,2,1,11,true,true,250000,10100,3700,338800
6624,Belo Horizonte,360,5,4,4,-,true,true,900000,60000,14800,974800
6625,Belo Horizonte,360,5,2,2,1,true,true,460000,43600,6200,564800
6626,Campinas,430,4,5,5,-,true,true,1300000,47400,19600,1367000
6627,Belo Horizonte,29,1,1,0,1,true,true,110000,800,1500,112300
6628,Rio de Janeiro,120,3,2,0,6,true,true,249000,10500,3300,327800
6629,São Paulo,50,1,1,1,6,true,true,450000,25100,5800,601400
6630,Porto Alegre,60,2,1,0,-,true,true,65000,4200,1200,70400
6631,São Paulo,45,2,2,0,-,true,true,163000,8400,2500,173900
6632,Rio de Janeiro,250,3,2,2,-,true,true,1200000,54200,18300,1273000
6633,São Paulo,200,3,2,2,-,true,true,470000,18400,7100,495500
6634,Rio de Janeiro,70,2,1,1,9,true,true,250000,10500,3300,328800
6635,São Paulo,48,1,1,0,-,true,true,110000,900,1700,112600
6636,São Paulo,70,2,1,1,2,true,true,250000,1400,3200,334000
6637,São Paulo,73,2,2,1,6,true,true,500000,19600,6400,633200
6638,São Paulo,90,2,1,0,1,true,true,270000,2500,3500,326000
6639,Porto Alegre,45,1,1,0,1,true,true,64000,8400,1000,78400
6640,São Paulo,80,2,2,2,-,true,true,360000,39000,5500,404500
6641,São Paulo,106,3,2,2,6,true,true,552000,27500,7000,726500
6642,Belo Horizonte,45,2,1,1,3,true,true,85000,6300,1200,121100
6643,São Paulo,315,4,4,2,14,true,true,745000,0,9500,1105000
6644,São Paulo,287,3,5,0,16,true,true,1200000,142100,15300,1727000
6645,Belo Horizonte,230,4,3,2,8,true,true,550000,4800,7400,752200
6646,São Paulo,42,1,2,1,6,true,true,250000,31370000,3200,31690000
6647,Rio de Janeiro,152,2,2,1,3,true,true,150000,34200,2000,296200
6648,Campinas,75,3,1,2,3,true,true,130000,7400,1700,199000
6649,São Paulo,94,3,2,2,3,true,true,200000,4200,2600,306800
6650,Rio de Janeiro,70,2,2,0,5,true,true,210000,1300,2800,255100
6651,São Paulo,59,2,1,0,15,true,true,175000,0,2300,231500
6652,São Paulo,380,4,3,2,12,true,true,1500000,100000,19100,2169000
6653,São Paulo,217,4,4,3,1,true,true,491000,141700,6300,1019000
6654,São Paulo,110,2,1,1,2,true,true,280000,13700,3600,417300
6655,Campinas,38,1,1,0,8,true,true,55000,7000,700,92700
6656,São Paulo,310,4,5,5,6,true,true,1200000,270900,15300,1866000
6657,São Paulo,400,3,4,2,-,true,true,315000,0,4800,319800
6658,Porto Alegre,55,2,1,1,4,true,true,150000,8300,2200,185500
6659,São Paulo,320,3,5,0,10,true,true,600000,241700,7700,1327000
6660,Campinas,75,3,2,2,13,true,true,160000,7500,2100,239600
6661,Belo Horizonte,235,4,5,3,6,true,true,330000,49600,4400,460000
6662,Belo Horizonte,434,5,6,0,10,true,true,1100000,219200,14700,1597000
6663,São Paulo,160,4,4,2,3,true,true,700000,27500,8900,1006000
6664,São Paulo,108,3,2,2,5,true,true,434800,25000,5600,575400
6665,São Paulo,280,5,5,2,1,true,true,1275000,92900,16200,1822000
6666,Rio de Janeiro,55,2,1,1,3,true,true,68000,12500,900,148400
6667,Rio de Janeiro,60,2,1,1,1,true,true,150000,5500,2000,237500
6668,São Paulo,226,4,4,3,4,true,true,1000000,120000,12700,1483000
6669,Belo Horizonte,58,2,1,1,2,true,true,90000,0,1200,111200
6670,São Paulo,178,4,3,2,5,true,true,670000,66000,8500,914500
6671,Porto Alegre,40,1,1,0,2,true,true,115000,3500,1700,132200
6672,Campinas,205,3,2,4,-,true,true,249000,5700,3800,258500
6673,São Paulo,112,3,2,3,3,true,true,250000,33200,3200,411500
6674,Belo Horizonte,300,4,4,3,13,true,true,1500000,110000,20000,1815000
6675,São Paulo,140,3,3,2,-,true,true,500000,30000,7600,537600
6676,Belo Horizonte,113,2,2,2,4,true,true,260000,11600,3500,308100
6677,Belo Horizonte,96,3,2,2,1,true,true,140000,12000,1900,198900
6678,São Paulo,55,1,2,1,4,true,true,350000,0,4500,409500
6679,São Paulo,180,2,3,3,7,true,true,760000,102500,5400,1198000
6680,São Paulo,240,7,3,4,-,true,true,600000,83400,9100,692500
6681,São Paulo,80,3,4,1,-,true,true,300000,0,4600,304600
6682,Belo Horizonte,230,5,3,2,3,true,true,220000,24900,3000,297900
6683,Belo Horizonte,127,3,2,3,1,true,true,300000,31700,4000,410700
6684,Belo Horizonte,156,4,4,3,7,true,true,650000,36900,8700,785600
6685,São Paulo,65,2,1,2,21,true,true,400000,23300,5100,539500
6686,São Paulo,88,2,2,2,8,true,true,450000,13400,5800,569200
6687,Porto Alegre,107,3,2,1,-,true,true,200000,4200,3600,207800
6688,Rio de Janeiro,60,2,1,1,2,true,true,120000,5500,1600,182100
6689,Porto Alegre,35,1,1,0,1,true,true,55000,900,900,79800
6690,Porto Alegre,243,3,5,1,2,true,true,555600,66700,8200,809300
6691,São Paulo,30,1,1,0,-,true,true,85000,6700,1300,93000
6692,Campinas,45,1,1,1,4,true,true,87000,4600,1200,162800
6693,Rio de Janeiro,130,3,2,2,-,true,true,300000,16700,4600,321300
6694,Porto Alegre,80,2,2,0,3,true,true,280000,0,4100,314100
6695,São Paulo,98,2,2,1,13,true,true,216600,38400,2800,363300
6696,São Paulo,15,1,1,0,-,true,true,120000,8300,1600,129900
6697,Rio de Janeiro,57,2,2,1,9,true,true,180000,28100,2400,318500
6698,Porto Alegre,180,4,2,2,3,true,true,240000,10900,3600,354500
6699,São Paulo,200,4,4,3,5,true,true,700000,83400,8900,1064000
6700,Rio de Janeiro,70,2,2,1,-,true,true,190000,5500,2900,218400
6701,São Paulo,350,2,1,0,-,true,true,250000,20900,3800,274700
6702,Porto Alegre,64,2,1,0,4,true,true,170000,900,2500,198400
6703,Porto Alegre,40,1,1,0,-,true,true,75000,0,1400,76400
6704,Belo Horizonte,73,1,1,0,4,true,true,70000,0,1000,71000
6705,São Paulo,200,3,3,2,8,true,true,1200000,83400,15300,1549000
6706,São Paulo,36,1,1,1,4,true,true,199000,11900,2600,285400
6707,Campinas,63,2,1,0,-,true,true,85000,2600,1100,128700
6708,São Paulo,85,2,1,1,6,true,true,350000,10500,4500,440000
6709,São Paulo,198,5,5,2,1,true,true,380100,55400,4900,590400
6710,Campinas,70,3,1,1,1,true,true,94000,6400,1200,133100
6711,Belo Horizonte,60,2,1,1,12,true,true,100000,2000,1400,131900
6712,Belo Horizonte,90,4,3,1,2,true,true,95000,8300,1300,119600
6713,Porto Alegre,98,2,1,0,9,true,true,180000,9100,2700,229800
6714,São Paulo,103,3,2,2,6,true,true,300000,45900,3900,464800
6715,São Paulo,160,2,3,0,-,true,true,430000,12400,6500,448900
6716,Rio de Janeiro,100,3,2,1,8,true,true,400000,18400,5200,583600
6717,São Paulo,50,2,1,1,17,true,true,100000,0,1300,147800
6718,São Paulo,55,2,1,1,4,true,true,110000,0,1400,178500
6719,São Paulo,80,2,2,0,9,true,true,255000,4600,3300,322900
6720,São Paulo,50,1,1,0,-,true,true,69000,0,1100,70100
6721,Rio de Janeiro,25,1,1,0,3,true,true,190000,0,2500,225300
6722,São Paulo,120,2,2,2,-,true,true,550000,15800,8300,584100
6723,São Paulo,127,3,3,2,1,true,true,380000,25700,4900,491000
6724,São Paulo,98,3,2,1,9,true,true,550000,20000,7000,712000
6725,São Paulo,65,1,1,0,1,true,true,305000,2500,3900,366400
6726,Rio de Janeiro,86,2,2,2,2,true,true,120000,800,1600,192400
6727,Porto Alegre,200,4,3,0,-,true,true,1500000,83400,26700,1610000
6728,São Paulo,360,4,5,5,20,true,true,1000000,166600,12700,1669000
6729,São Paulo,65,2,1,1,2,true,true,141000,7400,1800,183200
6730,São Paulo,93,1,3,1,4,true,true,350000,3300,4500,461800
6731,São Paulo,187,4,5,3,5,true,true,530000,142400,6800,1070000
6732,Belo Horizonte,616,5,5,6,-,true,true,1250000,110300,20500,1381000
6733,Rio de Janeiro,86,2,2,2,2,true,true,120000,800,1600,192400
6734,São Paulo,139,2,2,1,4,true,true,439600,15300,5600,531200
6735,Rio de Janeiro,100,2,2,1,21,true,true,200000,1300,2600,326900
6736,São Paulo,285,4,4,4,9,true,true,800000,175000,10200,1260000
6737,São Paulo,52,2,1,1,8,true,true,300000,14500,3900,394400
6738,São Paulo,39,1,1,0,10,true,true,200000,0,2600,232600
6739,Porto Alegre,42,1,2,1,2,true,true,180000,4200,2700,208600
6740,Rio de Janeiro,30,1,1,0,10,true,true,138600,3400,1800,177800
6741,Rio de Janeiro,70,2,1,1,7,true,true,90000,12200,1200,176300
6742,São Paulo,60,1,1,0,2,true,true,120000,5000,1600,133600
6743,São Paulo,90,2,2,2,7,true,true,304000,32200,3900,503100
6744,Porto Alegre,61,2,1,0,2,true,true,85000,3000,1300,127300
6745,Porto Alegre,50,1,1,0,8,true,true,78000,2500,1200,113700
6746,Campinas,48,2,1,1,8,true,true,154500,4900,2000,199400
6747,São Paulo,27,1,1,0,5,true,true,350000,100,4500,495100
6748,Belo Horizonte,100,3,3,1,4,true,true,260000,30000,3500,423500
6749,São Paulo,155,2,1,1,2,true,true,450000,51000,5800,676800
6750,São Paulo,230,4,5,0,-,true,true,760000,30000,11500,801500
6751,Campinas,47,1,1,1,8,true,true,110000,4600,1400,172000
6752,Campinas,55,2,1,1,-,true,true,73000,2400,1000,116400
6753,Campinas,60,1,1,1,8,true,true,110000,100,1400,145500
6754,Belo Horizonte,380,5,6,2,-,true,true,450000,12500,7400,469900
6755,São Paulo,180,3,2,4,-,true,true,1100000,66700,16600,1183000
6756,Porto Alegre,196,3,4,2,7,true,true,460000,32500,6800,699300
6757,Porto Alegre,70,2,1,0,-,true,true,130000,4200,1900,171100
6758,São Paulo,227,4,3,3,10,true,true,1000000,170000,12700,1583000
6759,São Paulo,60,2,1,1,6,true,true,265000,6300,3400,336700
6760,Porto Alegre,63,2,2,1,8,true,true,196000,600,2900,249500
6761,São Paulo,150,3,3,2,7,true,true,340000,20000,4400,494400
6762,Campinas,144,4,3,2,13,true,true,175000,21000,2300,334000
6763,Rio de Janeiro,200,2,1,0,-,true,true,300000,0,4600,304600
6764,São Paulo,34,2,1,0,10,true,true,220000,1500,2800,254300
6765,São Paulo,74,2,3,2,24,true,true,320000,4000,4100,373100
6766,Porto Alegre,73,3,1,0,2,true,true,180000,4400,2700,228600
6767,São Paulo,368,4,5,6,1,true,true,850000,203700,10800,1503000
6768,Rio de Janeiro,160,3,2,1,7,true,true,230000,20500,3000,484000
6769,Belo Horizonte,120,4,3,2,4,true,true,325000,0,4400,329400
6770,Belo Horizonte,180,4,3,4,6,true,true,1200000,69500,16000,1449000
6771,Belo Horizonte,290,3,3,0,-,true,true,600000,27600,9900,637500
6772,São Paulo,225,4,3,2,-,true,true,399500,13200,6100,418800
6773,Campinas,60,3,1,1,-,true,true,108700,6700,1400,161800
6774,São Paulo,35,1,1,0,1,true,true,130500,0,1700,157200
6775,São Paulo,95,3,2,1,11,true,true,650000,28000,8300,819700
6776,Belo Horizonte,260,4,4,0,5,true,true,650000,24100,8700,739000
6777,São Paulo,260,4,4,4,8,true,true,1000000,116300,12700,1444000
6778,Rio de Janeiro,350,3,2,3,-,true,true,1500000,83400,22900,1606000
6779,São Paulo,500,4,4,0,-,true,true,600000,46700,9100,655800
6780,Porto Alegre,42,1,1,1,2,true,true,219800,0,3300,248600
6781,São Paulo,80,2,1,1,2,true,true,350000,18800,4500,533300
6782,São Paulo,100,5,5,2,-,true,true,450000,38200,6800,495000
6783,São Paulo,110,2,2,2,9,true,true,230000,10900,3000,352900
6784,São Paulo,70,1,1,0,-,true,true,152000,12500,2300,166800
6785,São Paulo,12,1,1,0,-,true,true,95000,5000,1300,101300
6786,São Paulo,62,1,1,1,-,true,true,130000,900,2000,132900
6787,São Paulo,90,2,1,1,1,true,true,160000,8400,2100,250500
6788,São Paulo,220,3,3,2,11,true,true,900000,58400,11500,1420000
6789,Porto Alegre,197,3,2,3,3,true,true,700000,42500,10300,930800
6790,São Paulo,214,3,2,5,4,true,true,1400000,246900,17800,2087000
6791,Rio de Janeiro,105,3,2,1,2,true,true,175000,14700,2300,312000
6792,Belo Horizonte,390,5,5,5,8,true,true,800000,79700,10700,1020000
6793,São Paulo,390,4,5,4,-,true,true,1150000,78400,17300,1246000
6794,Rio de Janeiro,105,3,2,1,5,true,true,370000,38000,2800,545800
6795,São Paulo,270,3,6,2,8,true,true,327000,100000,4200,711200
6796,Belo Horizonte,260,4,4,5,5,true,true,450000,40700,6000,526200
6797,Rio de Janeiro,344,4,3,2,16,true,true,361200,41900,4700,649200
6798,São Paulo,100,2,1,0,-,true,true,200000,11000,3100,214100
6799,Rio de Janeiro,50,2,1,0,5,true,true,180000,5000,2400,233400
6800,São Paulo,183,4,3,4,3,true,true,595000,19200,7600,859800
6801,São Paulo,270,4,5,3,19,true,true,975300,150000,12400,1388000
6802,São Paulo,180,2,3,2,9,true,true,590000,60400,7500,857900
6803,São Paulo,52,2,1,1,9,true,true,158000,0,2100,195100
6804,São Paulo,260,4,4,4,-,true,true,450000,0,6800,456800
6805,Rio de Janeiro,38,1,1,1,3,true,true,145000,0,1900,189200
6806,São Paulo,40,1,1,1,13,true,true,299000,40900,3800,527700
6807,São Paulo,360,4,5,4,18,true,true,780000,135000,9900,1240000
6808,Porto Alegre,160,3,3,3,8,true,true,895000,62100,13100,1190000
6809,São Paulo,120,3,2,2,-,true,true,480000,19200,7300,506500
6810,São Paulo,70,2,1,1,1,true,true,100000,13800,1300,143100
6811,Campinas,203,3,1,2,-,true,true,330000,11700,5000,346700
6812,São Paulo,18,1,1,0,1,true,true,126000,0,1600,127600
6813,Rio de Janeiro,50,2,1,1,5,true,true,155000,1300,2000,205300
6814,São Paulo,33,1,1,0,4,true,true,130000,5000,1700,176700
6815,São Paulo,30,1,1,0,-,true,true,109000,7500,1400,117900
6816,São Paulo,330,2,4,3,-,true,true,600000,200000,9100,809100
6817,Porto Alegre,60,2,2,1,4,true,true,217000,6700,3200,286900
6818,São Paulo,144,3,4,3,4,true,true,720000,58900,9200,873700
6819,Rio de Janeiro,93,2,1,1,7,true,true,550000,31700,7100,708800
6820,São Paulo,100,2,1,1,-,true,true,190000,8400,2900,201300
6821,Porto Alegre,71,3,1,0,1,true,true,125000,4600,1900,163500
6822,Rio de Janeiro,67,1,1,1,11,true,true,80000,12300,1100,144200
6823,São Paulo,70,2,1,0,1,true,true,300000,5000,3900,361000
6824,Belo Horizonte,300,4,6,4,2,true,true,1300000,138700,17400,1691000
6825,São Paulo,240,3,2,2,17,true,true,980000,66700,12500,1327000
6826,São Paulo,96,3,1,2,1,true,true,184700,1500,2400,248600
6827,São Paulo,200,4,3,2,10,true,true,450000,133400,5800,829200
6828,Campinas,54,1,2,1,6,true,true,350000,0,4500,394500
6829,São Paulo,174,3,5,3,24,true,true,680000,456500,8700,1280000
6830,São Paulo,350,3,4,4,-,true,true,1500000,123400,22600,1646000
6831,Belo Horizonte,92,3,2,2,3,true,true,195000,17100,2600,244700
6832,Belo Horizonte,125,3,2,0,2,true,true,185000,38400,2500,296300
6833,Campinas,308,3,4,4,-,true,true,800000,47800,12100,859900
6834,São Paulo,375,4,5,4,-,true,true,1275000,95900,19200,1390000
6835,São Paulo,137,3,4,2,2,true,true,220000,33400,2800,386200
6836,Belo Horizonte,70,1,1,0,1,true,true,110000,13500,1500,145000
6837,Belo Horizonte,65,2,2,1,3,true,true,120000,9600,1600,153200
6838,São Paulo,107,2,2,2,18,true,true,1280000,41700,16300,1518000
6839,São Paulo,85,2,2,1,13,true,true,413100,31100,5300,596500
6840,São Paulo,69,2,1,0,4,true,true,300000,0,2200,354700
6841,Belo Horizonte,110,3,2,1,2,true,true,140000,15000,1900,196900
